COD_TIPO,COD_BE,ORD_TIPO,NOMBRE50,NOMBRE105,OBSERVACIONES,CODIGOCIF,SIGLAVIA,NOMBREVIA,NUMEROVIA,RESTODOM,CODPOSTAL,POBLACION,PROVINCIA,CODPAIS,SERVTASA,TELEFONO,PENDBAJA,NUMFAX,DIRINTERNET,FCHBAJA,MOTBAJA,CODENTSUC,FECHACTUALIZA,FECHAALTA,CODAUT,CODPROV,NOMCOMERCIAL,INDICATIVONC,NOMENTMATRIZ,DIRENTMATRIZ,LOCENTMATRIZ,CPENTMATRIZ,TELENTMATRIZ,FAXENTMATRIZ,INTERNETENTMATRIZ,COD_AUTONOMIA,NOMBRE105_ENT_SUC,NOMBRE35,ANAGRAMA,CODPAISMATRIZ,DESC_VARIACION,SALVAGUARDA,EXCLUSIVIDAD,CORTE_REGISTRAL,CODIGO_LEI,COD_BE_PREVIO,AGRUPACIONGEO,BIC
OR,1296,90000,LEEDS BUILDING SOCIETY,OFICINA DE REPRESENTACION EN ESPAÑA DE LEEDS BUILDING SOCIETY,,N8260357B,AV,DE ARAGON,330,"PE.MERCEDES, E.5,PL3",28022,MADRID,,ES,,0915625152,,,,,,0000,08/07/2009,08/07/2009,,28,,N,LEEDS BUILDING SOCIETY,105 ALBION STREET,LEEDS LS15AS,,,,,12,,LEEDS BUILDING SOCIETY,LEEDS BUILDING,GB,ALTA,,,A,,0000,,
OR,1298,90000,SOCIETE GENERALE MAROCAINE DE BANQUES,OFICINA DE REPRESENTACION EN ESPAÑA DE SOCIETE GENERALE MAROCAINE DE BANQUES,,W2041130B,PZ,PABLO RUIZ PICASSO,1,,28020,MADRID,,ES,,0696921070,,0915893976,,,,0000,20/11/2009,20/11/2009,,28,,N,SOCIETE GENERALE MAROCAINE DE      BANQUES,55 BD ABDELMOUMEN,20100 CASABLANCA,,,,,12,,SOCIETE GENERALE MAROCAINE DE BANQ,SOC.GRAL.MARRO,MA,ALTA,,,A,,0000,,
OR,1299,90000,"BANCO L.J. CARREGOSA, S.A.","OFICINA DE REPRESENTACION EN ESPAÑA DE BANCO L.J. CARREGOSA, S.A.",,N0105590D,CL,GENERAL PARDIÑAS,15,PLANTA 1ª,28001,MADRID,,ES,,0914356230,,,,,,0000,13/05/2016,26/11/2009,,28,,N,"BANCO L.J. CARREGOSA, S.A.",AV. DA BOAVISTA 1083,4100-129 OPORTO,,+351226086460,+351226007887,,12,,"BANCO L.J. CARREGOSA, S.A.",L.J. CARREGOSA,PT,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1300,90000,ABN AMRO BANK N.V.,OFICINA DE REPRESENTACION EN ESPAÑA DE ABN AMRO BANK N.V.,,W0035709E,AV,JOSE BANUS EDF. MALAGA,S/N,LOCAL 2B,29660,MARBELLA,MALAGA,ES,,0952908843,,0952814880,,,,0000,13/04/2010,16/03/2010,,29,,N,ABN AMRO BANK N.V.,"GUSTAV MAHLERLAAN, 10",1082 PP AMSTERDAM,,,,,01,,ABN AMRO BANK N.V.,ABN AMRO BANK,NL,,,,,,0000,,
OR,1310,90000,"BANQUE DE DEVELOPPEMENT DU MALI, S.A","OFICINA DE REPRESENTACION EN ESPAÑA DE BANQUE DE DEVELOPPEMENT DU MALI, S.A.",,W2321006E,CL,CRISTOBAL LOPEZ LUPIAÑEZ,11,,4006,ALMERIA,,ES,,0671894819,,,,,,0000,18/03/2010,18/03/2010,,04,,N,"BANQUE DE DEVELOPPEMENT DU MAL, S.A.",MODIBO KËITA,BP 94 BAMAKO,,,,,01,,"BANQUE DE DEVELOPPEMENT DU MALI, SA",DEVELOPP. MALI,ML,ALTA,,,A,,0000,,
OR,1312,90000,"BANQUE PRIVEE ESPIRITO SANTO, S.A.","OFICINA DE REPRESENTACION EN ESPAÑA DE BANQUE PRIVEE ESPIRITO SANTO, S.A.",,N0106341A,CL,ZURBANO,34,"PL. 2, PTA. DR.",28010,MADRID,,ES,,0914231180,,0914231199,,,,0000,09/10/2012,26/01/2011,,28,BANQUE PRIVEE,S,"BANQUE PRIVEE ESPIRITO SANTO, S.A.","AV GENERAL GUISAN, 70 A",1009 PULLY O VAUD,,,,,12,,"BANQUE PRIVEE ESPIRITO SANTO, S.A.",BANQUE PRIVEE,CH,,,,,,0000,,
OR,1313,90000,ITAU CORPBANCA,OFICINA DE REPRESENTACION EN ESPAÑA DE ITAU CORPBANCA,,N5121207D,CL,VELAZQUEZ,94,PL. 1,28006,MADRID,,ES,,0917817010,,0917817020,,,,0000,03/06/2016,31/05/2011,,28,,N,ITAU CORPBANCA,"ROSARIO NORTE 660, PISO 9, LAS CONDES",SANTIAGO,,,,,12,,ITAU CORPBANCA,ITAU CORPBANCA,CL,CAMBIO DE DENOMINACION,,,N,,0000,,
OR,1315,90000,SVENSKA HANDELSBANKEN AB (PUBL),OFICINA DE REPRESENTACION EN ESPAÑA  DE SVENSKA HANDELSBANKEN AB (PUBL),,N0303013G,AV,"MANOLETE (CENTRO PLAZA, OF. 2)",1,NUEVA ANDALUCIA,29660,MARBELLA,MALAGA,ES,,0952817550,,0952817567,WWW.HANDELSBANKEN.ES,,,1315,19/05/2014,19/05/2014,,29,,N,SVENSKA HANDELSBANKEN AB (PUBL),KUNGSTRÄDGARDSGATAN 2,SE-106 70 STOCKHOLM,SUECIA,,,,01,,SVENSKA HANDELSBANKEN AB (PUBL),SVENSKA,SE,ALTA,,,A,,0000,,
OR,1316,90000,"TOWERBANK INTERNATIONAL, INC.","OFICINA DE REPRESENTACION EN ESPAÑA DE TOWERBANK INTERNATIONAL, INC.",,N4423698B,PS,DE LA CASTELLANA,95,"15 A, EDIF. TORRE EUROPA",28046,MADRID,,ES,,0914185093,,,WWW.TOWERBANK.COM,,,0000,17/02/2014,17/02/2014,,28,,N,"TOWERBANK INTERNATIONAL, INC.","CALLE 50 Y BEATRIZ M. DE CABAL, EDIFICIO TOWERPLAZA",0819-06769 PANAMA,,5072696900,5072696800,WWW.TOWERBANK.COM,12,,"TOWERBANK INTERNATIONAL, INC.",TOWERBANK INTER,PA,ALTA,,,A,,0000,,
OR,1317,90000,"DNB LUXEMBOURG, S.A.","OFICINA DE REPRESENTACION EN ESPAÑA DE DNB LUXEMBOURG, S.A.",,N0181422G,UR,'LA CONEJA',S/N,LOCALES 27 A 35,29602,MARBELLA,MALAGA,ES,,,,,,,,0000,24/07/2015,24/07/2015,,29,,N,"DNB LUXEMBOURG, S.A.","13, RUE GOETHE, L-1637",LUXEMBURGO,,,,,01,,"DNB LUXEMBOURG, S.A.","DNB LUXEMBOURG,",LU,ALTA,,,A,,0000,,
OR,1318,90000,"BANQUE TRANSATLANTIQUE, S.A.","OFICINA DE REPRESENTACION EN ESPAÑA DE BANQUE TRANSATLANTIQUE, S.A.",,N0017268D,CL,CLAUDIO COELLO,123,PLANTA 5ª,28006,MADRID,MADRID,ES,,,,,,,,0000,11/09/2015,11/09/2015,,28,,N,"BANQUE TRANSATLANTIQUE, S.A.","26, AVENUE FRANKLIN DELANO ROOSEVELT",PARIS,75008,,,,12,,BANQUE TRANSATLANTIQUE,BANQUE TRANSATL,FR,ALTA,,,A,,0000,,
OR,1319,90000,BANCO NACIONAL DE GUINEA ECUATORIAL,OFICINA DE REPRESENTACION EN ESPAÑA DE BANCO NACIONAL DE GUINEA ECUATORIAL,,N3101096J,CL,SERRANO,106,,28006,MADRID,MADRID,ES,,0911996713,,,WWW.BANNGE.COM,,,0000,10/01/2017,10/01/2017,,28,,N,BANCO NACIONAL DE GUINEA ECUATORIAL,"AVENIDA DE LAS NACIONES UNIDAS, Nç 28.",MALABO,APDO. 430,,,,12,,BANCO NACIONAL DE GUINEA ECUATORIAL,B. N. GUINEA EC,GQ,ALTA,,,A,,0000,,
OR,1320,90000,DEUTSCHE HYPOTHEKENBANK (ACTIEN-GESELLSCHAFT),OFICINA DE REPRESENTACIÓN EN ESPAÑA DE DEUTSCHE HYPOTHEKENBANK (ACTIEN-GESELLSCHAFT),,N0049896D,CL,GOYA,6,PLANTA 3,28001,MADRID,,ES,,0618109905,,,,,,0000,13/02/2018,13/02/2018,,28,,N,DEUTSCHE HYPOTHEKENBANK (ACTIEN-GESELLSCHAFT),OSTERSTRASSE 31,HANNOVER,30159,,,,12,,DEUTSCHE HYPOTHEKENBANK AG,DEUTSCHE HYPOTH,DE,ALTA,,,A,,0000,,
OR,1272,90000,BANKHAUS JUNGHOLZ AG,OFICINA DE REPRESENTACION EN ESPAÑA DE BANKHAUS JUNGHOLZ AG,,N0391580H,CL,MARQUES DE CAMPO,16,PL. 4,3700,DENIA,ALICANTE,ES,,0966431991,,0966432791,,,,0000,19/08/2009,14/03/2005,,03,,N,BANKHAUS JUNGHOLZ AG,"OBERER GRABEN, 3",9001 ST. GALLEN (SUIZA),,,,,15,,BANKHAUS JUNGHOLZ AG,BANKHAUS JUNGHO,CH,CAMBIO DE DENOMINACION,,,V,,0000,,
OR,1277,90000,"BANCOLOMBIA, S.A.","OFICINA DE REPRESENTACION EN ESPAÑA DE BANCOLOMBIA, S.A.",,N4801058A,CL,JUAN HURTADO DE MENDOZA,4,2ª,28036,MADRID,,ES,,0915216666,,0915216631,,,,0000,12/05/2015,19/05/2006,,28,,N,"BANCOLOMBIA, S.A.","AV LOS INDUSTRIALES, CRA 48 Nç 26-85. TORRE SUR PISO 10 C",MEDELLIN - COLOMBIA,,,,,12,,"BANCOLOMBIA, S.A.",BANCOLOMBIA,CO,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1283,90000,BANCO PICHINCHA C.A.,OFICINA DE REPRESENTACION EN ESPAÑA DE BANCO PICHINCHA C.A.,,N5001054E,CL,ALCALA,79,LOCAL,28009,MADRID,,ES,,0915488396,,0915411004,,,,0000,19/07/2007,28/02/2007,,28,,N,BANCO PICHINCHA C.A.,AV. AMAZONAS 4560 Y PEREIRA,QUITO,,,,,12,,BANCO PICHINCHA C.A.,B. PICHINCHA,EC,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1284,90000,SCHRODER & CO. BANK AG,OFICINA DE REPRESENTACION EN ESPAÑA DE SCHRODER & CO. BANK AG,,N0391856B,CL,PINAR,7,PL. 4,28006,MADRID,,ES,,0915901291,,,,,,0000,01/08/2012,30/03/2007,,28,,N,SCHRODER & CO. BANK AG,"CENTRAL, 2                                                       8001",ZURICH,,,,,12,,SCHRODER & CO. BANK AG,SCHRODER & CO.,CH,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1285,90000,ITAU BBA INTERNATIONAL PLC,OFICINA DE REPRESENTACION EN ESPAÑA DE ITAU BBA INTERNATIONAL PLC,,W0103158B,CL,PINAR,7,PL. 2 PTA. DCHA.,28006,MADRID,,ES,,0914186953,,0914186999,,,,0000,07/06/2013,12/04/2007,,28,,N,ITAU BBA INTERNATIONAL LIMITED,"THE BROADGATE TOWER, 20 TH FLOOR                                 20 PRIMROSE STREET","EC2A 2EW, LONDON",,,,,12,,ITAU BBA INTERNATIONAL PLC,ITAÚ BBA UK,GB,CAMBIO DE DENOMINACION,,,N,,0000,,
OR,1286,90000,BANCO BOLIVARIANO C.A.,OFICINA DE REPRESENTACION EN ESPAÑA DE BANCO BOLIVARIANO C.A.,,N5001059D,CL,LAGASCA,73,"PL. 1, OFICINA G",28001,MADRID,,ES,,0914323486,,0915784249,,,,0000,11/12/2007,04/10/2007,,28,,N,BANCO BOLIVARIANO C.A.,JUNIN 200 Y PANAMA,GUAYAQUIL,,59342305000,59342566378,,12,,BANCO BOLIVARIANO C.A.,BOLIVARIANO,EC,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1123,90000,BANCO DE LA NACION ARGENTINA,OFICINA DE REPRESENTACION EN ESPAÑA DEL BANCO DE LA NACION ARGENTINA,,A08168908,CL,NUÑEZ DE BALBOA,73,,28001,MADRID,,ES,,0915763705,,0915766142,BNA@BNA.COM.ES,,,0000,13/06/2006,16/02/1973,,28,,N,BANCO DE LA NACION ARGENTINA,"CL BARTOLOME MITRE, 326",10036 BUENOS AIRES,,,,,12,,BANCO DE LA NACION ARGENTINA,NAC. ARGENTINA,AR,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1137,90000,BANQUE CENTRALE POPULAIRE,OFICINA DE REPRESENTACION EN ESPAÑA DE BANQUE CENTRALE POPULAIRE,,N2041007B,CL,VELAZQUEZ,34,PL. 1,28001,MADRID,,ES,,0915207066,,0915754699,,,,0000,01/01/2009,09/07/1977,,28,,N,BANQUE CENTRALE POPULAIRE,"101, BD. MOHAMMED ZERKTOUNI - BP 10622",21100 CASABLANCA,,21222202533,,,12,,BANQUE CENTRALE POPULAIRE,CENT. POPULAIRE,MA,,,,W,,0000,,
OR,1156,90000,THE BANK OF NEW YORK MELLON,OFICINA DE REPRESENTACION EN ESPAÑA DE THE BANK OF NEW YORK MELLON,,N4001294J,CL,JOSE ABASCAL,45,PL. 4,28003,MADRID,,ES,,0911775120,,0913192247,,,,0000,16/10/2018,07/12/1981,,28,,N,THE BANK OF NEW YORK MELLON,240 GREENWICH STREET,"NEW YORK, NY 10286",,,,,12,,THE BANK OF NEW YORK MELLON,NEW YORK MELLON,US,,,,,,0000,,
OR,1164,90000,OFICINA DE REPRESENTACIÓN EN ESPAÑA BRICKELL BANK,OFICINA DE REPRESENTACION EN ESPAÑA DE BRICKELL BANK,,N4001572I,CL,VELAZQUEZ,94,PLANTA 2ª,28006,MADRID,,ES,,0914005009,,0914005072,,,,0000,26/11/2015,26/04/1982,,28,,N,BRICKELL BANK,1395 BRICKELL AVE #400,MIAMI - FLORIDA 33131,,,,,12,,BRICKELL BANK,BRICKELL BANK,US,CAMBIO DE DENOMINACION,,,V,,0000,,
OR,1177,90000,CREDIT INDUSTRIEL ET COMMERCIAL,OFICINA DE REPRESENTACION EN ESPAÑA DE CREDIT INDUSTRIEL ET COMMERCIAL,,N0011186D,CL,CLAUDIO COELLO,123,PL. 6,28006,MADRID,,ES,,0913103281,,0913082983,,,,0000,05/10/2012,10/07/1980,,28,,N,CREDIT INDUSTRIEL ET COMMERCIAL,"4, RUE GAILLON                                                   75107 PARIS CEDEX 2",,,0142667000,,,12,,CREDIT INDUSTRIEL ET COMMERCIAL,CIC BANQUES,FR,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1193,90000,PKB PRIVATBANK AG.,OFICINA DE REPRESENTACION EN ESPAÑA DE PKB PRIVATBANK AG.,,N0361124A,CL,ORQUIDEA,43,LA MORALEJA,28100,ALCOBENDAS,MADRID,ES,,0915829100,,0915829114,,,,0000,01/01/2009,27/08/1990,,28,,N,PKB PRIVATBANK AG,"12, RUE CHARLES-GALLAND-CASE POSTALE 391",1211 GENEVE 12,,223469155,,,12,,PKB PRIVATBANKAG.,PKB PRIVATBANK,CH,,,,W,,0000,,
OR,1202,90000,"WELLS FARGO BANK, NA","OFICINA DE REPRESENTACION EN ESPAÑA DE WELLS FARGO BANK, NA",,N4005536J,PZ,PABLO RUIZ PICASSO,1,TORRE PICASSO,28020,MADRID,,ES,,0915768376,,0915782583,,,,0000,13/04/2010,05/09/1991,,28,,N,"WELLS FARGO BANK, NA","1445 ROSS AVENUE, SECOND FLOOR",DALLAS 75202 TEXAS,,,,,12,,"WELLS FARGO BANK, NA",WELLS FARGO,US,CAMBIO DE DOMICILIO,,,D,,0000,,
OR,1210,90000,BANQUE REGIONALE D'ESCOMPTE ET DE DEPOTS,OFICINA DE REPRESENTACION EN ESPAÑA DE BANQUE REGIONALE D'ESCOMPTE ET DE DEPOTS,,N0011679H,AV,FELIPE II,17,,28009,MADRID,,ES,,0915764276,,0915780170,,,,0000,01/01/2009,03/03/1992,,28,,N,BANQUE REGIONALE D'ESCOMPTE ET     DE DEPOTS,"18, QUAI DE LA RAPEE",75012 PARIS,,40047687,,,12,,BANQUE REGIONALE D'ESCOMPTE ET DE D,BANQUEREGIONALE,FR,,,,W,,0000,,
EFC,8221,50000,"CORPORACION HIPOTECARIA MUTUAL, S.A., E.F.C.","CORPORACION HIPOTECARIA MUTUAL, SOCIEDAD ANONIMA, ESTABLECIMIENTO FINANCIERO DE CREDITO",,A58353418,PS,DE LA CASTELLANA,51,,28046,MADRID,,ES,,0934873315,,0934875063,,,,0000,13/10/2017,13/12/1996,,28,,N,,,,,,,,12,,CORPORACION HIPOTECARIA MUTUAL,CORP.HIP.MUTUAL,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8235,50000,"BILBAO HIPOTECARIA, S.A., E.F.C.","BILBAO HIPOTECARIA, S.A., ESTABLECIMIENTO FINANCIERO DE CREDITO",,A48409023,PS,PUERTO,20,,48992,NEGURI - GETXO,BIZKAIA,ES,,0944898383,,0944898382,,,,0000,26/10/2011,30/12/1996,,48,,N,,,,,,,,16,,"BILBAO HIPOTECARIA, S.A., E.F.C.",BILBAO HIPOTEC.,ES,,,,,,0000,,
EFC,8236,50000,"SANTANDER CONSUMER, E.F.C., S.A.","SANTANDER CONSUMER, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A79082244,AV,DE CANTABRIA,S/N,CIUDAD GR. SANTANDER,28660,BOADILLA DEL MONTE,MADRID,ES,,0902112211,,0912571288,WWW.SANTANDERCONSUMER.ES,,,0000,22/07/2011,03/10/1996,,28,,N,,,,,,,,12,,"SANTANDER CONSUMER, E.F.C., S.A.",SANTANDER CONSU,ES,,,,,,0000,,
EFC,8307,50000,"VOLKSWAGEN FINANCE S.A., E.F.C.","VOLKSWAGEN FINANCE S.A., ESTABLECIMIENTO FINANCIERO DE CREDITO",,A28191211,AV,DE BRUSELAS,34,,28108,ALCOBENDAS,MADRID,ES,,0914535100,,0914535148,,,,0000,03/12/2001,25/07/1996,,28,,N,,,,,,,,12,,"VOLKSWAGEN FINANCE S.A., E.F.C.",VOLKSWA FINANCE,ES,,,,,,0000,,
EFC,8308,50000,"FINANCIERA CARRION, S.A., E.F.C.","FINANCIERA CARRION, S.A., ESTABLECIMIENTO FINANCIERO DE CREDITO, E.F.C.",,A28216778,PS,PINTOR ROSALES,4,,28008,MADRID,,ES,,0915419833,,0915419831,,,,0000,23/10/2017,04/11/1996,,28,FINANCA,S,,,,,,,,12,,"FINANCIERA CARRION, S.A., E.F.C.",FINANCA,ES,,,,,,0000,,
EFC,8321,50000,"ENTRE2 SERVICIOS FINANCIEROS, E.F.C., S.A.","ENTRE2 SERVICIOS FINANCIEROS, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A48055578,CL,JULIAN CAMARILLO,4,,28037,MADRID,,ES,,0910505651,,0911842385,,,,0000,23/12/2010,09/12/1996,,28,,N,,,,,,,,12,,"ENTRE2 SERVI. FINANCI., E.F.C., S.A","ENTRE2, EFC",ES,CAMBIO DE DENOMINACION,,,N,,0000,,
EFC,8342,50000,"LUZARO E.F.C., S.A.","LUZARO ESTABLECIMIENTO FINANCIERO DE CREDITO, SOCIEDAD ANONIMA",,A48050728,AV,LIBERTAD,10,PL. 7,20004,SAN SEBASTIAN,GIPUZKOA,ES,,0943420108,,0943427698,,,,0000,02/01/2012,12/11/1996,,20,,N,,,,,,,,16,,"LUZARO E.F.C., S.A.",LUZARO,ES,,,,,,0000,,
EFC,8512,50000,"UNION DE CREDITOS INMOBILIARIOS, S.A., E.F.C.","UNION DE CREDITOS INMOBILIARIOS, S.A., ESTABLECIMIENTO FINANCIERO DE CREDITO",,A39025515,CL,RETAMA,3,,28045,MADRID,,ES,,0913373700,,0913373738,WWW.UCI.COM,,,0000,05/07/2000,31/12/1996,,28,"U.C.I., SA, EFC",S,,,,,,,,12,,UNION CREDITOS INMOBILIARIOS,"U.C.I., SA, EFC",ES,,,,,,0000,,
EFC,8596,50000,"UNION CTO. FIN. MOB. INMOB. CREDIFIMO, E.F.C. S.A.","UNION DE CREDITO PARA LA FINANCIACION MOBILIARIA E INMOBILIARIA, CREDIFIMO, E.F.C. S.A",,A28371292,CL,GOYA,77,"ESCALERA IZQUIERDA, 1ª PLANTA",28001,MADRID,,ES,,0915632893,,0915644112,WWW.CREDIFIMO.ES,,,0000,13/10/2017,10/06/1997,,28,CREDIFIMO,S,,,,,,,,12,,UNION CTO. FIN. MOB. INM. CREDIFIMO,CREDIFIMO,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8620,50000,"ABANCA SERVICIOS FINANCIEROS E.F.C., S.A.","ABANCA SERVICIOS FINANCIEROS E.F.C., S.A.",,A28197036,CL,RUA NUEVA,30,,15004,A CORUÑA,,ES,,0981779280,,0981779290,WWW.ABANCASERFIN.ES,,,0000,18/10/2017,20/12/1996,,15,,N,,,,,,,,11,,ABANCA SERVICIOS FINANCIEROS,ABANCA SER.FIN,ES,CAMBIO DE DENOMINACION,,,V,,0000,,
EFC,8640,50000,"FCA CAPITAL ESPAÑA, E.F.C., S.A.","FCA CAPITAL ESPAÑA, ESTABLECIMIENTO  FINANCIERO DE CREDITO, S.A.",,A28655348,AV,MADRID,15,,28802,ALCALA DE HENARES,MADRID,ES,,0918853446,,0918852606,,,,0000,25/03/2015,31/12/1996,,28,,N,,,,,,,,12,,"FCA CAPITAL ESPAÑA, E.F.C., S.A.",FCA CAPITAL ESP,ES,CAMBIO DE DENOMINACION,,,V,,0000,,
EFC,8813,50000,"SCANIA FINANCE HISPANIA E.F.C., S.A.","SCANIA FINANCE HISPANIA ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A82853987,AV,DE CASTILLA,29,,28830,SAN FERNANDO DE HENARES,MADRID,ES,,0916781865,,0916781863,,,,0000,21/10/2009,19/09/2001,,28,,N,,,,,,,,12,,"SCANIA FINANCE HISPANIA EFC, SA",SCANIA,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8815,50000,"FINANDIA E.F.C., S.A.","FINANDIA E.F.C., S.A.",,A83105494,CL,JACINTO BENAVENTE,2-A,EDIFICIO TRIPARK,28232,LAS ROZAS,MADRID,ES,,0913985400,,0902575422,,,,0000,19/10/2010,05/12/2001,,28,,N,,,,,,,,12,,"FINANDIA E.F.C., S.A.",FINANDIA EFC,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8823,50000,"FINANCIERA ESPAÑOLA DE CREDITO A DISTANCIA, EFC,SA","FINANCIERA ESPAÑOLA DE CREDITO A DISTANCIA, E.F.C., S.A.",,A84101682,AV,FUENTE DE LA MORA,4,,28050,MADRID,,ES,,0918377810,,0913841945,,,,0000,18/09/2007,06/10/2004,,28,,N,,,,,,,,12,,FINANCIERA ESPAÑOLA CREDITO DISTANC,FINDIRECT,ES,,,,,,0000,,
EFC,8826,50000,"DEUTSCHE LEASING IBERICA, E.F.C., S.A.","DEUTSCHE LEASING IBERICA, E.F.C., S.A.",,A84838200,PZ,EUROPA,"9-11, PL.8",TORRE INBISA,8908,LþHOSPITALET DE LLOBREGAT,,ES,,0932988843,,0932965774,,,,0000,24/09/2012,06/11/2006,,08,,N,,,,,,,,09,,"DEUTSCHE LEASING IBERICA, E.F.C, SA",DEUTSCHE LEASIN,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8828,50000,"IOS FINANCE E.F.C., S.A.","IOS FINANCE E.F.C., S.A.",,A64512759,PS,DE LA CASTELLANA,18,,28046,MADRID,,ES,,0935114025,,0935114028,,,,0000,29/11/2017,10/05/2007,,28,,N,,,,,,,,12,,"IOS FINANCE E.F.C., S.A.",IOS FINANCE,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8833,50000,"SG EQUIPMENT FINANCE IBERIA, E.F.C., S.A.","SG EQUIPMENT FINANCE IBERIA, E.F.C., S.A.",,A86106838,CL,CALERUEGA,81,"PL. 6, PTA. A",28033,MADRID,,ES,,0913834340,,0917670919,,,,0000,19/12/2011,19/12/2011,,28,,N,,,,,,,,12,,"SG EQUIPMENT FINANCE IBERIA,EFC,SA",SGEFI,ES,ALTA,,,A,,1466,,
EFC,8835,50000,"SANTANDER BRASIL, E.F.C., S.A.","SANTANDER BRASIL, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A86426335,AV,DE CANTABRIA,S/N,CIUDAD GR. SANTANDER,28660,BOADILLA DEL MONTE,MADRID,ES,,,,,,,,0000,28/03/2012,28/03/2012,,28,,N,,,,,,,,12,,"SANTANDER BRASIL, E.F.C., S.A.",SANTANDERBRASIL,ES,ALTA,,,A,,0000,,
EFC,8836,50000,"TELEFONICA CONSUMER FINANCE, E.F.C., S.A.","TELEFONICA CONSUMER FINANCE, ESTABLECIMIENTO FINANCIERO DE CREDITO, S.A.",,A86897980,CL,CALERUEGA,102,,28033,MADRID,,ES,,0913834031,,0917665218,www.telefonicaconsumerfinance.net,,,0000,19/02/2014,19/02/2014,,28,,N,,,,,,,,12,,TELEFONICA CONSUMER FINANCE EFC S.A,TELEF CONS FIN,ES,ALTA,,,A,,0000,,
EFC,8838,50000,"PSA FINANCIAL SERVICES SPAIN E.F.C., S.A.","PSA FINANCIAL SERVICES SPAIN E.F.C., S.A.",,A87323705,CL,EDUARDO BARREIROS,110,,28041,MADRID,MADRID,ES,,0913472723,,0913472634,WWW.BANQUEPSA.ES,,,0000,28/03/2016,24/09/2015,,28,,N,,,,,,,,12,,PSA FINANCIAL SERVICES SPAIN EFC,PSA FINANCIAL S,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8906,50000,"SANTANDER FACTORING Y CONFIRMING, S.A., E.F.C.","SANTANDER FACTORING Y CONFIRMING, S.A., E.F.C.",,A78287562,AV,DE CANTABRIA,S/N,CIUDAD GRP.SANTANDER,28660,BOADILLA DEL MONTE,MADRID,ES,,0913422715,,0913422756,WWW.CONFIRMING.ES,,,0000,21/07/2005,03/12/1996,,28,,N,,,,,,,,12,,SANTANDER FACTORING Y CONFIRMING,SANTANDER FACTO,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8769,50000,"UNION FINANCIERA ASTURIANA, S.A., E.F.C.","UNION FINANCIERA ASTURIANA, S.A., ESTABLECIMIENTO FINANCIERO DE CREDITO",,A33053984,CL,ARQUITECTO REGUERA,3,ENTRESUELO A,33004,OVIEDO,ASTURIAS,ES,,0985277427,,0985233030,,,,0000,07/05/2018,28/08/1996,,33,,N,,,,,,,,03,,"UNION FINANCIERA ASTURIANA, S.A.",ASTURIANA,ES,,,,,,0000,,
EFC,8804,50000,"COFIBER FINANCIERA, E.F.C., S.A.","COFIBER FINANCIERA, ESTABLECIMIENTO FINANCIERO DE CREDITO, SOCIEDAD ANONIMA",,A79352274,CL,ALCALA,65,PL. 3,28014,MADRID,,ES,,0915320600,,0915326516,,,,0000,03/09/2013,17/12/1996,,28,,N,,,,,,,,12,,"COFIBER FINANCIERA, E.F.C., S.A.",COFIBER,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
EFC,8805,50000,"FINANCIERA EL CORTE INGLES E.F.C., S.A.","FINANCIERA EL CORTE INGLES E.F.C., S.A.",,A81322448,CL,HERMOSILLA,112,,28009,MADRID,,ES,,0914018500,,0914013385,WWW.ELCORTEINGLES.ES,,,0000,17/12/2002,09/12/1996,,28,,N,,,,,,,,12,,FINANCIERA EL CORTE INGLES E.F.C.,EL CORTE INGLES,ES,,,,,,0000,,
EFC,8806,50000,"VFS FINANCIAL SERVICES SPAIN E.F.C., S.A.","VFS FINANCIAL SERVICES SPAIN, E.F.C., S.A.",,A81501157,CL,BASAURI,7-9,,28023,MADRID,,ES,,0913727800,,0913728203,,,,0000,28/08/2014,01/08/1996,,28,,N,,,,,,,,12,,"VFS FINANCIAL SERV. E.F.C., S.A.",VFS FINANCIAL,ES,CAMBIO DE DOMICILIO,,,D,,0000,,
